StartDate,ExitDate,Title,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,TerminationType,TerminationDescription,DepartmentType,Division,DOB,State,JobFunctionDescription,GenderCode,LocationCode,RaceDesc,MaritalDesc,Performance Score,Current Employee Rating
13-Jul-21,22-Mar-22,Senior BI Developer,BPC,Active,Part-Time,Zone A,Part-Time,Unk,Stock indeed about brother campaign.,Admin Offices,Field Operations,15-11-1991,MA,Attendant,Male,13433,Asian,Single,Fully Meets,3
29-Jul-20,29-Jul-19,Production Technician I,WBL,Active,Full-Time,Zone B,Temporary,Voluntary,By small force myself team industry.,Production       ,Finance & Accounting,28-12-1947,MA,Attendant,Female,30924,White,Married,Fully Meets,3
03-Oct-19,23-Feb-20,Production Technician I,PL,Active,Full-Time,Zone B,Temporary,Voluntary,Space long most area product drug tree.,Production       ,Engineers,01-12-1986,MA,Generalist,Female,64422,Other,Divorced,Fully Meets,2
10-May-23,27-Nov-26,Production Technician I,MSC,Active,Full-Time,Zone C,Part-Time,Resignation,Catch issue water night recognize mention.,Production       ,Safety,19-04-1981,MA,Flagger,Male,32321,Asian,Single,Fully Meets,3
01-Jan-21,08-May-28,Senior BI Developer,NEL,Active,Part-Time,Zone B,Part-Time,Retirement,Fast glass machine compare after check.,Software Engineering,Yard (Material Handling),24-03-1946,MA,Lineman,Male,2022,White,Widowed,Fully Meets,5
23-Jun-23,05-Oct-29,Production Technician II,NEL,Terminated for Cause,Contract,Zone C,Full-Time,Retirement,Until reason late off training situation.,Production       ,Catv,10-12-1948,MA,Supervisor,Female,74483,Black,Widowed,Fully Meets,5
26-Dec-22,15-Oct-23,Production Technician II,CCDR,Future Start,Part-Time,Zone B,Temporary,Involuntary,Tell its wind child more though.,Production       ,Wireline Construction,08-05-1971,MA,Engineer,Female,91963,Hispanic,Married,Fully Meets,1
04-Jun-21,08-Feb-19,Production Technician I,NEL,Terminated for Cause,Part-Time,Zone A,Temporary,Voluntary,Least if civil partner court number song.,Production       ,Field Operations,17-11-1941,MA,Laborer,Female,77117,Asian,Divorced,Fully Meets,3
14-Oct-21,05-Jan-22,Production Technician I,WBL,Active,Contract,Zone C,Full-Time,Voluntary,Production several care various seek.,Production       ,Engineers,21-06-1993,MA,Top Hand,Male,20360,Other,Married,Fully Meets,3
23-Jun-19,11-Jun-22,Data Analyst ,PYZ,Active,Contract,Zone C,Full-Time,Voluntary,Hot stage record listen cost against.,IT/IS,Finance & Accounting,24-12-1949,MA,Clerk,Male,7361,Black,Married,Fully Meets,5
17-May-20,21-Mar-22,Production Technician I,SVG,Leave of Absence,Part-Time,Zone A,Temporary,Resignation,Sense station management factor.,Production       ,Field Operations,14-01-1942,MA,Laborer,Female,85420,Asian,Divorced,Fully Meets,3
21-Mar-20,11-Feb-26,Production Technician I,NEL,Active,Contract,Zone A,Full-Time,Voluntary,Technology eight stage hold chance after police.,Production       ,General - Sga,26-03-1950,MA,Shop,Female,11418,Asian,Married,PIP,1
03-May-21,04-Dec-23,Area Sales Manager,TNS,Active,Full-Time,Zone C,Temporary,Resignation,Expert challenge education air none money wide.,Sales,Project Management - Eng,18-01-1958,TN,Services,Male,85660,Asian,Widowed,Fully Meets,2
07-Nov-20,03-Jan-25,Production Technician I,MSC,Active,Full-Time,Zone B,Temporary,Retirement,Why development even.,Production       ,General - Con,27-01-1982,MA,Labor,Female,10424,Hispanic,Widowed,Fully Meets,1
27-Apr-20,06-Aug-22,BI Developer,PL,Active,Full-Time,Zone C,Temporary,Involuntary,Artist technology ever body provide today doctor.,Admin Offices,Catv,30-03-1968,MA,Estimator,Female,11825,Black,Single,Fully Meets,3
06-Aug-22,18-Oct-29,Production Technician I,EW,Voluntarily Terminated,Contract,Zone A,Part-Time,Voluntary,Talk into between trip final.,Production       ,Catv,27-08-1948,MA,Ceo,Male,27976,Other,Divorced,Fully Meets,2
14-Jul-20,02-Jan-26,Production Technician I,MSC,Leave of Absence,Full-Time,Zone C,Part-Time,Retirement,Prevent entire business ask meeting contain tree.,Production       ,Field Operations,17-07-1998,MA,Laborer,Male,3872,Black,Widowed,Exceeds,3
16-Feb-19,26-Jul-28,Production Technician I,NEL,Active,Full-Time,Zone B,Temporary,Resignation,Certainly those above eye ball.,Production       ,Executive,06-01-1964,MA,Project Coordinator,Female,36347,Black,Single,Fully Meets,3
14-Dec-18,25-Jan-23,Production Technician I,BPC,Terminated for Cause,Part-Time,Zone B,Temporary,Voluntary,Late least forward bill realize camera.,Production       ,Finance & Accounting,09-03-1971,MA,Ceo,Female,69658,Black,Single,Fully Meets,3
06-Feb-23,06-Jan-20,Production Technician I,NEL,Active,Part-Time,Zone A,Full-Time,Voluntary,Prevent involve hundred price.,Production       ,Wireless,14-02-1989,MA,Administrator,Male,7220,Asian,Single,Exceeds,5
10-Sep-18,04-Jan-19,Area Sales Manager,TNS,Active,Full-Time,Zone B,Temporary,Voluntary,Per record feeling bed tax education.,Sales,Field Operations,20-09-1983,CT,Generalist,Male,25985,Other,Married,Fully Meets,2
12-Sep-21,11-Dec-20,Production Technician I,MSC,Terminated for Cause,Contract,Zone B,Part-Time,Involuntary,Thing stock near question mouth.,Production       ,Project Management - Eng,09-04-1954,MA,Laborer,Male,76362,Other,Single,Exceeds,1
10-Feb-20,31-Mar-21,Area Sales Manager,PYZ,Active,Contract,Zone C,Temporary,Retirement,Weight join evidence oil father.,Sales,Project Management - Con,22-08-1951,AL,Supervisor,Male,79075,Other,Widowed,Fully Meets,4
23-Mar-22,20-May-26,Production Technician II,SVG,Active,Part-Time,Zone C,Temporary,Retirement,Ball total direction school.,Production       ,Engineers,03-12-1998,MA,Engineer,Male,57125,Asian,Single,Needs Improvement,1
03-Feb-20,12-Apr-26,Director of Sales,PL,Active,Full-Time,Zone A,Full-Time,Retirement,Interest again main describe end charge.,Production       ,Engineers,22-06-1989,MA,Model Assistant,Female,6231,White,Widowed,Fully Meets,4
06-Nov-18,27-Oct-24,Accountant I,TNS,Future Start,Contract,Zone A,Part-Time,Voluntary,Continue move everything.,Production       ,General - Sga,19-03-1976,MA,Supervisor,Female,38294,White,Widowed,Fully Meets,1
19-Apr-21,08-Feb-22,BI Developer,PYZ,Active,Full-Time,Zone C,Part-Time,Voluntary,Glass minute shake food determine deep.,Admin Offices,General - Eng,25-08-1954,MA,Laborer,Male,66689,Asian,Widowed,Fully Meets,3
07-Jul-21,24-May-27,Data Analyst ,CCDR,Active,Full-Time,Zone B,Temporary,Involuntary,Not later mission use industry family at.,IT/IS,Field Operations,16-02-1987,MA,Project Controls,Male,2942,Other,Divorced,Needs Improvement,5
02-Feb-19,01-Jul-28,Enterprise Architect,PL,Active,Full-Time,Zone A,Full-Time,Retirement,Strategy fear tough wife here now.,Production       ,Engineers,02-04-1983,MA,Driller,Female,84219,Other,Married,Fully Meets,3
11-Feb-23,09-Jan-22,Production Technician I,NEL,Active,Part-Time,Zone A,Full-Time,Voluntary,Open test message part risk.,Production       ,Catv,09-01-1995,MA,Locator,Male,2809,Asian,Single,Needs Improvement,3
23-Apr-22,22-Apr-24,Network Engineer,PL,Active,Full-Time,Zone C,Part-Time,Involuntary,Attention summer we. Suffer impact imagine we.,Software Engineering,Field Operations,27-02-1985,MA,Attendant,Male,6079,White,Divorced,Fully Meets,3
23-Dec-20,01-Oct-28,CIO,PYZ,Active,Full-Time,Zone B,Full-Time,Retirement,Treatment power card almost pretty sister.,Sales,Wireless,03-12-1962,MA,Contracts,Female,23336,Black,Widowed,Fully Meets,3
26-Feb-21,16-Jun-28,Production Technician I,SVG,Voluntarily Terminated,Contract,Zone A,Temporary,Retirement,Keep position nature most anything eat blue.,Production       ,Field Operations,16-02-1956,MA,Splicer,Male,29662,Black,Married,Fully Meets,5
17-May-22,19-Aug-25,Production Technician I,CCDR,Active,Full-Time,Zone B,Part-Time,Resignation,Fund nor half early miss follow.,Production       ,Project Management - Eng,22-03-1959,MA,Top Hand,Female,39235,Asian,Widowed,Fully Meets,3
08-Dec-19,12-Apr-20,Software Engineering Manager,NEL,Active,Full-Time,Zone B,Full-Time,Involuntary,Year ever end drive.,Software Engineering,Field Operations,14-02-1947,MA,Laborer,Female,77413,Black,Single,Fully Meets,3
09-Feb-21,11-Jan-24,Production Technician I,PYZ,Active,Part-Time,Zone C,Full-Time,Voluntary,Manager lead both sing.,Production       ,Catv,09-10-1969,MA,Support,Female,4800,White,Single,Exceeds,3
08-Feb-21,26-Oct-29,Senior BI Developer,PYZ,Future Start,Full-Time,Zone C,Part-Time,Retirement,Hard thousand fund follow take want full.,Production       ,Catv,23-10-1998,MA,Project Controls,Female,44049,Asian,Single,Fully Meets,4
22-May-20,13-Nov-20,Sr. DBA,WBL,Active,Part-Time,Zone B,Temporary,Voluntary,Gas place rich dog process movement along.,IT/IS,People Services,17-12-1966,MA,Flagger,Male,61537,Black,Single,Fully Meets,3
02-Dec-22,18-Mar-19,IT Manager - Infra,BPC,Active,Full-Time,Zone B,Temporary,Resignation,Central baby moment benefit do.,Sales,Billable Consultants,23-07-1993,MA,Manager,Female,12596,Other,Single,Fully Meets,1
16-Nov-18,26-Dec-25,Area Sales Manager,CCDR,Active,Contract,Zone A,Full-Time,Resignation,Type three hear court street sport key.,Sales,Billable Consultants,03-11-1951,AZ,Vp,Female,27992,White,Divorced,Fully Meets,3
27-Dec-21,06-Aug-28,Production Technician I,CCDR,Active,Full-Time,Zone B,Temporary,Resignation,Upon writer black.,Production       ,Safety,16-06-1951,MA,Shop,Female,57141,Hispanic,Divorced,Fully Meets,3
19-Feb-21,29-Mar-27,Area Sales Manager,PYZ,Active,Contract,Zone A,Full-Time,Involuntary,Factor strategy defense citizen.,Sales,People Services,28-01-1948,ID,Associate,Male,40672,Black,Single,Fully Meets,2
20-Jul-20,08-Feb-21,BI Developer,PYZ,Future Start,Contract,Zone B,Temporary,Resignation,Begin mind time similar night travel.,IT/IS,Yard (Material Handling),03-03-1951,MA,Laborer,Female,4537,Asian,Married,Exceeds,1
21-Jan-22,10-Jul-27,Production Technician I,EW,Active,Contract,Zone B,Part-Time,Resignation,Organization above size discuss office.,Production       ,Field Operations,23-03-1984,MA,Supervisor,Female,66192,Other,Widowed,Fully Meets,1
19-Apr-20,10-Oct-26,Principal Data Architect,NEL,Terminated for Cause,Full-Time,Zone A,Full-Time,Retirement,Nation you bad daughter only huge them.,Production       ,Underground,13-10-1979,MA,Ceo,Female,93441,Other,Single,Fully Meets,2
01-Jul-19,11-Jun-22,Production Technician II,EW,Future Start,Full-Time,Zone B,Part-Time,Resignation,Explain happen heavy wall hot year ability.,Production       ,Field Operations,30-04-1962,MA,Top Hand,Male,17382,White,Divorced,PIP,4
02-Aug-21,13-Apr-25,Production Technician I,NEL,Active,Contract,Zone C,Temporary,Involuntary,Majority executive plan imagine.,Production       ,Field Operations,12-10-1983,MA,Administrator,Male,24253,Other,Married,Fully Meets,3
03-Aug-23,20-Jan-25,Production Technician I,CCDR,Active,Full-Time,Zone B,Full-Time,Resignation,New out peace director fish.,Production       ,Catv,24-02-1947,MA,Engineer,Female,88816,Asian,Single,Fully Meets,1
09-Mar-23,23-Mar-25,IT Director,CCDR,Active,Contract,Zone A,Temporary,Retirement,Speak high idea reach both. Many policy rock six.,Production       ,Field Operations,13-08-1967,MA,Executive Assistant,Male,43842,Black,Married,Fully Meets,1
22-Dec-22,17-May-25,Production Technician I,WBL,Active,Contract,Zone B,Temporary,Voluntary,North next animal laugh threat no.,Production       ,Field Operations,21-11-1956,MA,Driller,Female,87029,Hispanic,Divorced,Fully Meets,1
29-Oct-19,28-Apr-21,Production Technician I,SVG,Active,Contract,Zone A,Full-Time,Voluntary,Wonder worry life stand.,Production       ,General - Eng,11-09-1953,MA,Construction Manager,Male,38751,Black,Married,Needs Improvement,3
30-May-23,02-Sep-22,Production Technician II,PYZ,Active,Part-Time,Zone A,Full-Time,Retirement,Inside week also so.,Production       ,Wireless,20-07-1975,MA,Top Hand,Female,36602,Hispanic,Divorced,PIP,2
05-Apr-20,02-Jun-24,Production Technician II,PL,Active,Contract,Zone A,Temporary,Voluntary,Community probably bad day food place which loss.,Production       ,General - Con,07-07-1948,MA,Shop,Female,10612,Hispanic,Married,Fully Meets,3
14-Jun-20,10-Jan-22,Production Technician II,BPC,Active,Part-Time,Zone B,Temporary,Involuntary,Learn staff above address.,Production       ,General - Sga,16-02-1969,MA,Driller,Male,13378,Other,Single,Fully Meets,2
12-Oct-18,20-Mar-22,Production Technician II,BPC,Terminated for Cause,Contract,Zone B,Full-Time,Voluntary,Prevent involve hundred price.,Production       ,Engineers,12-01-1972,MA,Construction Manager,Female,11808,White,Single,Fully Meets,3
16-Apr-19,18-Jul-22,Area Sales Manager,WBL,Active,Full-Time,Zone B,Temporary,Voluntary,Order risk think. North born would might.,Sales,Field Operations,02-06-1978,WA,Foreman,Male,24614,Other,Married,Fully Meets,2
07-Apr-23,21-Jul-22,IT Manager - Infra,TNS,Active,Part-Time,Zone C,Part-Time,Involuntary,Stand cut knowledge staff course than class.,Executive Office,Isp,08-11-2000,MA,Assistant,Male,60689,Other,Divorced,Needs Improvement,3
16-Sep-18,25-Mar-28,Sr. Accountant,MSC,Active,Contract,Zone C,Temporary,Retirement,Radio fight consumer senior traditional himself.,Admin Offices,Aerial,07-12-1981,MA,Clerical,Male,84622,Asian,Single,Fully Meets,4
21-Sep-18,25-Dec-19,Production Technician I,BPC,Active,Part-Time,Zone C,Full-Time,Involuntary,Somebody air turn. Dark civil any serious.,Production       ,Aerial,11-10-1981,MA,Director,Female,87941,Other,Single,Needs Improvement,1
06-Aug-20,31-Jul-23,Area Sales Manager,PL,Active,Part-Time,Zone A,Full-Time,Retirement,Appear reality artist there understand.,Sales,Project Management - Con,05-10-1962,CT,Helper,Female,68927,White,Widowed,Fully Meets,1
25-Dec-22,06-Jun-25,Director of Sales,BPC,Active,Full-Time,Zone B,Temporary,Resignation,Stock indeed about brother campaign.,Sales,Technology / It,24-08-1994,MA,Manager,Female,12865,Other,Single,Fully Meets,1
05-Aug-22,13-Apr-21,Production Technician II,TNS,Voluntarily Terminated,Contract,Zone B,Full-Time,Voluntary,Else enjoy include expect.,Production       ,Catv,09-09-1954,MA,Model Assistant,Female,90907,Hispanic,Married,Fully Meets,5
08-Jan-23,07-Jul-23,Production Technician I,SVG,Active,Contract,Zone B,Temporary,Retirement,Line know television.,Production       ,Field Operations,03-03-1956,MA,Driller,Female,87633,Hispanic,Divorced,Fully Meets,4
04-Apr-22,24-Apr-24,Production Technician I,SVG,Active,Full-Time,Zone A,Temporary,Involuntary,Reason stock professional clear allow two town.,Production       ,General - Con,30-03-1957,MA,Supervisor,Female,92636,Asian,Single,PIP,1
24-Mar-22,29-Jul-21,Production Technician I,CCDR,Active,Contract,Zone A,Full-Time,Voluntary,A parent bit rich. Reflect north sometimes card.,Production       ,Isp,30-07-1985,MA,Operator,Female,93995,Other,Married,Fully Meets,3
05-Oct-21,31-May-19,Network Engineer,PL,Active,Part-Time,Zone C,Temporary,Involuntary,Fill outside then discuss table.,Production       ,Project Management - Con,14-11-1972,MA,Tower Hand,Female,42815,Asian,Divorced,Fully Meets,1
06-Dec-19,16-Feb-26,Area Sales Manager,NEL,Active,Full-Time,Zone B,Temporary,Voluntary,Sit energy consider voice director.,Sales,Field Operations,29-01-1985,TX,Administrator,Male,43990,Other,Married,Fully Meets,2
02-Dec-18,27-Apr-20,Production Technician II,PYZ,Leave of Absence,Full-Time,Zone B,Part-Time,Involuntary,Explain happen heavy wall hot year ability.,Production       ,Field Operations,18-07-1966,MA,Specialist,Male,11866,White,Divorced,PIP,1
06-Apr-23,09-Oct-27,Production Technician I,PYZ,Active,Part-Time,Zone A,Temporary,Retirement,Finally build do analysis beyond heavy.,Production       ,Wireline Construction,25-07-1989,MA,Tower Hand,Male,78921,Hispanic,Married,Fully Meets,2
04-Aug-21,02-May-21,Production Technician I,TNS,Active,Contract,Zone A,Part-Time,Resignation,Health section option interview.,Production       ,Wireless,12-03-1983,MA,Director,Female,30381,Black,Single,Fully Meets,3
04-Nov-22,11-Nov-26,Senior BI Developer,BPC,Active,Contract,Zone A,Part-Time,Resignation,Determine building society soldier.,Software Engineering,General - Eng,03-09-1950,MA,Engineer,Female,40090,Other,Widowed,Fully Meets,3
29-Oct-19,27-Jun-21,Production Technician I,BPC,Active,Contract,Zone B,Temporary,Involuntary,Per record feeling bed tax education.,Production       ,Splicing,19-06-1956,MA,Tester,Male,87218,Hispanic,Divorced,Fully Meets,3
05-Sep-19,27-Dec-22,Production Technician II,WBL,Active,Full-Time,Zone A,Temporary,Involuntary,Human box wish natural student staff.,Production       ,People Services,16-03-1990,MA,Clerk,Female,95328,White,Married,Fully Meets,4
30-Dec-21,12-Dec-19,Production Technician I,CCDR,Active,Contract,Zone B,Full-Time,Voluntary,Strategy word southern.,Production       ,Isp,05-05-1960,MA,Laborer,Female,77543,Asian,Married,PIP,3
23-Oct-21,15-May-26,Production Technician I,TNS,Active,Contract,Zone C,Temporary,Involuntary,Above fight animal support beautiful.,Production       ,Field Operations,11-11-1985,MA,Project Coordinator,Male,33006,Other,Married,Fully Meets,3
04-Feb-23,31-Jan-22,Production Technician II,MSC,Terminated for Cause,Full-Time,Zone C,Part-Time,Resignation,Area card test push day effect.,Production       ,Wireline Construction,29-05-1942,MA,Helper,Female,72518,Hispanic,Married,PIP,2
09-Dec-18,04-Oct-21,Software Engineer,NEL,Voluntarily Terminated,Full-Time,Zone A,Full-Time,Resignation,First peace oil more last us. Front product many.,Admin Offices,Yard (Material Handling),20-01-1993,MA,Planner,Male,58426,White,Divorced,Fully Meets,2
07-Dec-20,13-Mar-27,Software Engineer,CCDR,Active,Part-Time,Zone B,Full-Time,Resignation,Democrat stage daughter any own whom.,IT/IS,Field Operations,14-12-1990,MA,Laborer,Male,32902,Asian,Divorced,Fully Meets,3
11-Apr-22,31-Jul-29,Production Technician II,WBL,Future Start,Full-Time,Zone B,Part-Time,Voluntary,Learn whatever million.,Production       ,Field Operations,10-10-1986,MA,Controller,Male,59446,Asian,Single,Fully Meets,5
24-Mar-23,01-Jan-25,Sr. Accountant,CCDR,Active,Part-Time,Zone B,Full-Time,Voluntary,Foreign friend policy green.,IT/IS,Field Operations,11-04-1964,MA,Groundman,Male,88723,Hispanic,Single,Fully Meets,3
10-May-21,07-Apr-23,Production Technician I,WBL,Future Start,Contract,Zone A,Full-Time,Voluntary,Upon writer black.,Production       ,Safety,20-09-1975,MA,Contracts,Female,76586,Black,Widowed,Fully Meets,3
18-May-23,15-Feb-24,Area Sales Manager,MSC,Active,Full-Time,Zone C,Full-Time,Involuntary,Movie before ability. Seem watch deal center.,Sales,Technology / It,24-08-1988,NC,Generalist,Male,8962,Black,Widowed,Fully Meets,1
11-Aug-20,17-Aug-22,Production Technician II,SVG,Future Start,Part-Time,Zone B,Temporary,Voluntary,Glass minute shake food determine deep.,Production       ,Yard (Material Handling),08-02-1957,MA,Accounting,Female,47943,Other,Divorced,Fully Meets,2
11-Mar-20,18-Nov-26,Production Technician I,NEL,Active,Contract,Zone A,Full-Time,Resignation,Everybody list to. Green best stock yes happen.,Production       ,Field Operations,17-08-1944,MA,Laborer,Female,9417,Other,Married,Fully Meets,2
24-Mar-20,18-Dec-21,Production Technician II,BPC,Voluntarily Terminated,Part-Time,Zone C,Temporary,Retirement,Success realize political move adult new.,Production       ,Splicing,25-06-1973,MA,Administration,Female,85245,White,Married,Fully Meets,4
12-Apr-21,13-May-22,IT Manager - Infra,SVG,Active,Contract,Zone C,Full-Time,Retirement,Scientist become a become value cell policy.,IT/IS,Wireless,25-07-1954,MA,Clerical,Male,73588,Black,Widowed,Fully Meets,3
01-Apr-20,10-Jun-19,Area Sales Manager,MSC,Active,Contract,Zone B,Part-Time,Involuntary,Thing stock near question mouth.,Sales,General - Eng,20-11-1961,ND,Technician,Female,9139,Hispanic,Married,Fully Meets,2
25-Jan-19,30-Dec-20,Area Sales Manager,WBL,Active,Contract,Zone A,Full-Time,Involuntary,Yourself book budget product.,Sales,Field Operations,04-09-1942,CO,Top Hand,Male,43117,Hispanic,Divorced,Exceeds,1
16-Mar-21,26-Jul-21,Production Technician I,NEL,Active,Full-Time,Zone C,Full-Time,Voluntary,Organization above size discuss office.,Production       ,General - Con,22-04-1979,MA,Engineer,Male,82956,Black,Married,Fully Meets,4
10-Sep-22,11-Feb-25,Senior BI Developer,BPC,Active,Contract,Zone A,Part-Time,Resignation,Professor phone billion none very evidence.,Admin Offices,Yard (Material Handling),16-07-1950,MA,Engineer,Female,22310,Other,Widowed,Fully Meets,3
23-Aug-18,26-Jan-19,Production Technician I,TNS,Active,Contract,Zone A,Full-Time,Retirement,Law difference five away.,Production       ,Isp,03-09-1986,MA,Lineman,Female,18111,Asian,Widowed,Needs Improvement,5
16-Dec-19,21-Apr-21,Production Technician I,CCDR,Active,Part-Time,Zone B,Full-Time,Resignation,Window paper dark power knowledge must current.,Production       ,Executive,17-02-1998,MA,Operator,Male,42716,Black,Single,Fully Meets,3
21-Sep-22,12-Jul-24,Production Manager,SVG,Active,Contract,Zone A,Full-Time,Involuntary,Easy film last fact discuss. Enough worker wall.,Production       ,Field Operations,24-04-1963,MA,Laborer,Female,24246,White,Single,Fully Meets,2
07-Nov-22,15-Jan-19,Production Technician I,EW,Future Start,Part-Time,Zone A,Part-Time,Resignation,Control head ground agreement check ever.,Production       ,Sales & Marketing,18-05-1967,MA,Clerical,Female,94920,Asian,Single,Fully Meets,3
28-Jul-19,22-Jan-25,Production Technician I,WBL,Voluntarily Terminated,Full-Time,Zone A,Full-Time,Voluntary,Decision fill total.,Production       ,Field Operations,03-02-1987,MA,Director,Male,55561,White,Divorced,Fully Meets,3
09-Nov-22,09-Mar-24,Production Technician I,SVG,Active,Contract,Zone C,Temporary,Resignation,Here employee minute officer southern.,Production       ,Wireline Construction,22-07-1954,MA,Laborer,Female,43877,Hispanic,Single,Fully Meets,2
05-Sep-18,26-Jun-25,Production Technician I,NEL,Active,Full-Time,Zone B,Temporary,Retirement,Administration away choose.,Production       ,Aerial,13-11-1971,MA,Technician,Female,32407,Black,Single,Fully Meets,3
12-Sep-18,26-Aug-26,Production Technician I,PL,Active,Full-Time,Zone B,Temporary,Involuntary,Not later mission use industry family at.,Production       ,Engineers,02-11-1986,MA,Engineer,Female,67824,Other,Divorced,Fully Meets,2
02-Dec-22,25-Nov-24,Production Technician I,MSC,Active,Contract,Zone B,Part-Time,Retirement,End trouble tonight amount page reach debate.,Production       ,Project Management - Con,21-09-1944,MA,Manager,Female,62867,Asian,Widowed,Fully Meets,2
10-Jun-20,16-Jul-20,Production Technician I,NEL,Leave of Absence,Part-Time,Zone A,Full-Time,Retirement,Everything discover represent full.,Production       ,Safety,08-08-1962,MA,Apprentice,Male,27049,White,Married,Fully Meets,3
01-Dec-22,11-May-23,Sales Manager,PYZ,Voluntarily Terminated,Part-Time,Zone A,Full-Time,Involuntary,Summer personal bag.,Production       ,Technology / It,13-11-1969,MA,Engineer,Female,46877,White,Single,Fully Meets,1
18-Jun-21,30-Jun-19,Production Technician I,CCDR,Active,Contract,Zone B,Temporary,Resignation,Late least forward bill realize camera.,Production       ,Shop (Fleet),28-06-1942,MA,Generalist,Male,34019,Asian,Divorced,Fully Meets,4
08-Nov-19,07-Mar-28,Production Technician I,PL,Active,Full-Time,Zone A,Full-Time,Resignation,Participant candidate wonder growth agree.,Production       ,General - Con,25-10-1945,MA,Administrator,Male,85058,White,Widowed,Fully Meets,5
04-Mar-20,10-Oct-24,President & CEO,NEL,Leave of Absence,Full-Time,Zone A,Full-Time,Voluntary,Nation you bad daughter only huge them.,Production       ,Yard (Material Handling),17-07-1975,MA,Groundman,Female,74726,Other,Single,Fully Meets,2
02-Dec-20,24-Jan-22,Software Engineer,SVG,Active,Full-Time,Zone C,Temporary,Voluntary,In read day your stay she.,IT/IS,Splicing,03-10-1945,MA,Laborer,Male,49875,White,Married,Fully Meets,4
09-Oct-18,31-Oct-24,Production Technician I,NEL,Active,Full-Time,Zone B,Temporary,Involuntary,Window paper dark power knowledge must current.,Production       ,Yard (Material Handling),10-09-1972,MA,Field Project Manager,Female,31988,Black,Single,Fully Meets,3
01-Jan-22,26-Mar-19,Sr. Accountant,SVG,Active,Contract,Zone C,Temporary,Retirement,Program deal run.,IT/IS,Field Operations,18-10-1948,MA,Laborer,Male,44042,White,Divorced,Fully Meets,3
01-Apr-21,16-Apr-22,Principal Data Architect,MSC,Active,Part-Time,Zone A,Part-Time,Voluntary,Necessary account office.,Production       ,Project Management - Con,06-06-1963,MA,Shop,Female,10200,Asian,Divorced,Fully Meets,3
23-Feb-23,06-Jun-21,Senior BI Developer,PYZ,Leave of Absence,Full-Time,Zone C,Part-Time,Resignation,Audience deal cost figure student might let.,Production       ,Wireline Construction,08-11-1985,MA,Field Project Manager,Male,78189,Other,Widowed,Fully Meets,2
08-Feb-21,09-Jul-24,Database Administrator,SVG,Active,Contract,Zone C,Full-Time,Retirement,Scientist become a become value cell policy.,IT/IS,Sales & Marketing,07-03-1954,MA,Administrator,Male,57889,Black,Widowed,Fully Meets,3
16-May-20,22-Jul-20,Production Technician I,CCDR,Active,Part-Time,Zone A,Temporary,Retirement,Industry majority population final. Bit go deal.,Production       ,Safety,21-06-1977,MA,Administration,Female,78315,Black,Widowed,Fully Meets,4
04-Sep-21,02-Dec-28,IT Director,CCDR,Active,Part-Time,Zone B,Full-Time,Retirement,Least if civil partner court number song.,Production       ,Field Operations,11-09-1981,MA,Controller,Male,66920,Other,Divorced,Fully Meets,5
13-Jul-21,09-May-26,Production Technician II,PL,Active,Contract,Zone C,Full-Time,Voluntary,Hold season meeting voice.,Production       ,Finance & Accounting,07-09-1971,MA,Construction Manager,Female,7296,Asian,Widowed,Fully Meets,4
23-Feb-19,21-Jul-20,Production Technician II,BPC,Future Start,Contract,Zone B,Full-Time,Involuntary,According term along ago leave.,Production       ,Executive,12-06-1962,MA,Project Manager,Female,5878,White,Single,Fully Meets,3
19-Oct-18,29-Jun-25,Area Sales Manager,CCDR,Terminated for Cause,Full-Time,Zone A,Temporary,Resignation,Miss onto none our discussion year.,Sales,Finance & Accounting,30-08-1990,CO,Electrician,Male,65405,Asian,Divorced,Exceeds,3
03-Jun-21,15-Dec-19,Production Technician I,CCDR,Future Start,Part-Time,Zone C,Temporary,Resignation,Participant candidate wonder growth agree.,Production       ,Executive,25-01-1944,MA,Billing,Male,55540,Black,Widowed,Fully Meets,2
09-Jan-20,19-Aug-25,Data Analyst ,PYZ,Active,Part-Time,Zone A,Temporary,Voluntary,Without production religious.,Production       ,Field Operations,28-02-1942,MA,Laborer,Female,4481,Asian,Married,Fully Meets,2
01-Nov-19,02-Jun-29,Production Technician II,NEL,Leave of Absence,Full-Time,Zone A,Temporary,Involuntary,Outside sing song relationship action teach.,Production       ,Catv,21-09-1947,MA,Shop,Female,43757,Black,Divorced,Fully Meets,3
12-Mar-22,30-Jul-23,Production Technician I,CCDR,Active,Contract,Zone A,Full-Time,Resignation,Shake hold standard team seat word.,Production       ,Yard (Material Handling),08-12-1983,MA,Operator,Female,83565,Other,Married,Fully Meets,3
05-Nov-20,18-Apr-24,Production Technician I,MSC,Active,Part-Time,Zone C,Temporary,Involuntary,Law safe yard market likely wife case action.,Production       ,General - Eng,23-08-1992,MA,Flagger,Female,71831,Other,Married,Fully Meets,3
05-Aug-20,21-Jan-22,Database Administrator,CCDR,Active,Part-Time,Zone A,Full-Time,Voluntary,Arrive allow reveal move.,Software Engineering,Fielders,08-10-1973,MA,Cfo,Male,23033,Other,Single,Fully Meets,3
